"id","title","trim_id","retail_price","p11d_price"
"BJ23CX-2024-GPG4PG4-GPJQPJQ-GRBDRBD-GWN2WN2-GYOSYOS-MVTV9IJ-MAUD9WJ","Life 1.5 TSI 150PS 6-Speed Manual 5 Door","31160-life","36955","36220"
"D315PZ-2025-GPDEPDE-GPF3PF3-GPLAPLA-GPSHPSH-GWD1WD1-GYKMYKM-GYOSYOS-GZBDZBD","R-Line 1.5 TSI 150PS 7-speed DSG 5 Door","30251-r-line","32595","32270"
"D315BZ-2025-GPDEPDE-GPF3PF3-GPLAPLA-GPSHPSH-GWD1WD1-GYKMYKM-GYOSYOS-GZBDZBD","R-Line 1.0 TSI 115PS 7-speed DSG 5 Door","30251-r-line","31095","30770"
"D315BX-2025-GPDEPDE-GPF3PF3-GPLAPLA-GPSHPSH-GWD1WD1-GYKMYKM-GYOSYOS-GZBDZBD","R-Line 1.0 TSI 115PS 6-speed Manual 5 Door","30251-r-line","29485","29210"
"D315BX-2025-GPDEPDE-GPF3PF3-GPLCPLC-GPSBPSB-GPSHPSH-GPXAPXA-GWD1WD1-GW51W51-GYKMYKM-GYOSYOS-GZBDZBD","Black Edition 1.0 TSI 115PS 6-speed Manual 5 Door","30251-black-edition","29985","29710"
"D315BZ-2025-GPDEPDE-GPF3PF3-GPLCPLC-GPSBPSB-GPSHPSH-GPXAPXA-GWD1WD1-GW51W51-GYKMYKM-GYOSYOS-GZBDZBD","Black Edition 1.0 TSI 115PS 7-speed DSG 5 Door","30251-black-edition","31595","31270"
"D315PZ-2025-GPDEPDE-GPF3PF3-GPLCPLC-GPSBPSB-GPSHPSH-GPXAPXA-GWD1WD1-GW51W51-GYKMYKM-GYOSYOS-GZBDZBD","Black Edition 1.5 TSI 150PS 7-speed DSG 5 Door","30251-black-edition","33095","32770"
"D314PZ-2025-GPF3PF3-GPLCPLC-GWD1WD1-GYKMYKM-GYOSYOS-GZBDZBD","Style 1.5 TSI 150PS 7-speed DSG 5 Door","30251-style","31660","31335"
"D314BZ-2025-GPF3PF3-GPLCPLC-GWD1WD1-GYKMYKM-GYOSYOS-GZBDZBD","Style 1.0 TSI 115PS 7-speed DSG 5 Door","30251-style","30210","29885"
"D314BX-2025-GPF3PF3-GPLCPLC-GWD1WD1-GYKMYKM-GYOSYOS-GZBDZBD","Style 1.0 TSI 115PS 6-speed Manual 5 Door","30251-style","28550","28275"
"D313BZ-2025-MKSUKA1-GPF3PF3-GPJ3PJ3-GPLAPLA-GWD1WD1-GW08W08-GYKMYKM-GYOSYOS-GZBBZBB-MTKV4F2-MSSH4KF","Match 1.0 TSI 115PS 7-speed DSG 5 Door","30251-match","27575","27250"
"D313AV-2025-MKSUKA1-GPF3PF3-GPJ3PJ3-GPLAPLA-GWD1WD1-GW08W08-GYKMYKM-GYOSYOS-GZBBZBB-MTKV4F2-MSSH4KF","Match 1.0 TSI 95PS 5-speed Manual 5 Door","30251-match","25070","24795"
"D313BX-2025-MKSUKA1-GPF3PF3-GPJ3PJ3-GPLAPLA-GWD1WD1-GW08W08-GYKMYKM-GYOSYOS-GZBBZBB-MTKV4F2-MSSH4KF","Match 1.0 TSI 115PS 6-speed Manual 5 Door","30251-match","25915","25640"
"D313BX-2025-GPF3PF3-GPLAPLA-GWD1WD1-GYKMYKM-GYOSYOS-GZBBZBB","Life 1.0 TSI 115PS 6-speed Manual 5 Door","30251-life","25740","25465"
"D313AV-2025-GPF3PF3-GPLAPLA-GWD1WD1-GYKMYKM-GYOSYOS-GZBBZBB","Life 1.0 TSI 95PS 5-speed Manual 5 Door","30251-life","24895","24620"
"D313BZ-2025-GPF3PF3-GPLAPLA-GWD1WD1-GYKMYKM-GYOSYOS-GZBBZBB","Life 1.0 TSI 115PS 7-speed DSG 5 Door","30251-life","27350","27075"
"D113LE-2025-MKSUKA1-GPJCPJC-GRBPRBP-GWD1WD1-GWFGWFG-GW61W61-GYOSYOS-MBOW1S1-MTKV4F2-MSSH4KF-MLOR7P4","Match 1.5 TSI 150PS 7-speed DSG 5 Door","30360-match","32530","32205"
"D113AX-2025-MKSUKA1-GPJCPJC-GRBPRBP-GWD1WD1-GWFFWFF-GW61W61-GYOSYOS-MBOW1S1-MTKV4F2-MSSH4KF-MLOR7P4","Match 1.0 TSI 115PS 6-speed Manual 5 Door","30360-match","29220","28895"
"D113LD-2025-MKSUKA1-GPJCPJC-GRBPRBP-GWD1WD1-GWFFWFF-GW61W61-GYOSYOS-MBOW1S1-MTKV4F2-MSSH4KF-MLOR7P4","Match 1.5 TSI 150PS 6-speed Manual 5 Door","30360-match","30790","30465"
"D113AX-2025-GRBPRBP-GWD1WD1-GWFFWFF-GYOSYOS-MBOW1S1-MLOR7P4","Life 1.0 TSI 115PS 6-speed Manual 5 Door","30360-life","29045","28720"
"D113LE-2025-GRBPRBP-GWD1WD1-GWFGWFG-GYOSYOS-MBOW1S1-MLOR7P4","Life 1.5 TSI 150PS 7-speed DSG 5 Door","30360-life","32355","32030"
"D113LD-2025-GRBPRBP-GWD1WD1-GWFFWFF-GYOSYOS-MBOW1S1-MLOR7P4","Life 1.5 TSI 150PS 6-speed Manual 5 Door","30360-life","30615","30290"
"D11RYT-2025-GRBFRBF-GWD1WD1-GWFFWFF-GYOSYOS-MBOW1S1-MTKV4F2","R 2.0 TSI 4Motion 300PS 7-speed DSG 5 Door","30360-r","43740","42035"
"D115LD-2025-GPDSPDS-GRBFRBF-GWD1WD1-GWFFWFF-GWW3WW3-GYOSYOS-MBOW1S1","R-Line 1.5 TSI 150PS 6-speed Manual 5 Door","30360-r-line","35245","34920"
"D1156Z-2025-GPDSPDS-GRBFRBF-GWD1WD1-GWFFWFF-GWW3WW3-GYOSYOS-MBOW1S1","R-Line 2.0 TDI 150PS 7-speed DSG 5 Door","30360-r-line","39715","39390"
"D115ST-2025-GPDSPDS-GRBFRBF-GWD1WD1-GWFFWFF-GWW3WW3-GYOSYOS-MBOW1S1","R-Line 2.0 TSI 4Motion 190PS 7-speed DSG 5 Door","30360-r-line","40245","39510"
"D115LE-2025-GPDSPDS-GRBFRBF-GWD1WD1-GWFFWFF-GWW3WW3-GYOSYOS-MBOW1S1","R-Line 1.5 TSI 150PS 7-speed DSG 5 Door","30360-r-line","36985","36660"
"D114LE-2025-GRBFRBF-GWD1WD1-GWFGWFG-GYOSYOS-MBOW1S1","Style 1.5 TSI 150PS 7-speed DSG 5 Door","30360-style","35295","34970"
"D114AX-2025-GRBFRBF-GWD1WD1-GWFFWFF-GYOSYOS-MBOW1S1","Style 1.0 TSI 115PS 6-speed Manual 5 Door","30360-style","31985","31660"
"D114LD-2025-GRBFRBF-GWD1WD1-GWFFWFF-GYOSYOS-MBOW1S1","Style 1.5 TSI 150PS 6-speed Manual 5 Door","30360-style","33555","33230"
"D115LE-2025-GPDSPDS-GPXCPXC-GRBFRBF-GWBTWBT-GWD1WD1-GWFFWFF-GWW3WW3-GW73W73-GYOSYOS-MBOW1S1","Black Edition 1.5 TSI 150PS 7-speed DSG 5 Door","30360-black-edition","37985","37660"
"D115LD-2025-GPDSPDS-GPXCPXC-GRBFRBF-GWBTWBT-GWD1WD1-GWFFWFF-GWW3WW3-GW73W73-GYOSYOS-MBOW1S1","Black Edition 1.5 TSI 150PS 6-speed Manual 5 Door","30360-black-edition","36245","35920"
"D11RYT-2025-MKSUKA1-GPE2PE2-GPJKPJK-GRBFRBF-GWBSWBS-GWFFWFF-GWW3WW3-GW81W81-GYOSYOS-MBOW1S1-MDEI3FU","R Black Edition 2.0 TSI 4Motion 300PS 7-speed DSG 5 Door","30360-r-black-edition","44990","43285"
"CT134Z-2025-GPJNPJN-GRBFRBF-GWN3WN3-GYOSYOS","Life 2.0 TDI 150PS 7-Speed DSG 5 Door","31102-life","38950","38625"
"CT13BM-2025-GPJNPJN-GRBFRBF-GWN3WN3-GYOSYOS","Life 1.5 eTSI 150PS 7-Speed DSG 5 Door","31102-life","37750","37435"
"CT13AM-2025-GPJNPJN-GRBFRBF-GWN3WN3-GYOSYOS","Life 1.5 eTSI 130PS 7-Speed DSG 5 Door","31102-life","36950","36635"
"CT13ZY-2025-GPJNPJN-GRBFRBF-GWN3WN3-GYOSYOS","Life 1.5 TSI eHybrid 204PS 6-Speed DSG 5 Door","31102-life","42555","42500"
"CT15PT-2025-GPFBPFB-GPLCPLC-GRBFRBF-GWN3WN3-GWW4WW4-GW87W87-GW89W89-GYOSYOS","Black Edition 2.0 TSI 204PS 7-speed DSG 4Motion 5 Door","31102-black-edition","46605","45455"
"CT15ST-2025-GPFBPFB-GPLCPLC-GRBFRBF-GWN3WN3-GWW4WW4-GW88W88-GW89W89-GYOSYOS","Black Edition 2.0 TSI 265PS 7-speed DSG 4Motion 5 Door","31102-black-edition","49570","47865"
"CT12AM-2025-GPJAPJA-GWN1WN1-GYOSYOS-MAUD9WJ","Tiguan 1.5 eTSI 130PS 7-Speed DSG 5 Door","31102-tiguan","35105","34790"
"CT134Z-2025-GPDAPDA-GPE8PE8-GPJNPJN-GPLAPLA-GRBFRBF-GWN3WN3-GW01W01-GYOSYOS","Match 2.0 TDI 150PS 7-Speed DSG 5 Door","31102-match","39125","38800"
"CT13AM-2025-GPDAPDA-GPE8PE8-GPJNPJN-GPLAPLA-GRBFRBF-GWN3WN3-GW01W01-GYOSYOS","Match 1.5 eTSI 130PS 7-Speed DSG 5 Door","31102-match","37125","36810"
"CT13BM-2025-GPDAPDA-GPE8PE8-GPJNPJN-GPLAPLA-GRBFRBF-GWN3WN3-GW01W01-GYOSYOS","Match 1.5 eTSI 150PS 7-Speed DSG 5 Door","31102-match","37925","37610"
"CT13ZY-2025-GPDAPDA-GPE8PE8-GPJNPJN-GPLAPLA-GRBFRBF-GWN3WN3-GW01W01-GYOSYOS","Match 1.5 TSI eHybrid 204PS 6-Speed DSG 5 Door","31102-match","42730","42675"
"CT15ZY-2025-GPJTPJT-GRBFRBF-GWN3WN3-GWW4WW4-GYOSYOS","R-Line 1.5 TSI eHybrid 204PS 6-Speed DSG 5 Door","31102-r-line","45530","45475"
"CT15ST-2025-GRBFRBF-GWN3WN3-GWW4WW4-GYOSYOS","R-Line 2.0 TSI 265PS 7-speed DSG 4Motion 5 Door","31102-r-line","48570","47420"
"CT154Z-2025-GPJTPJT-GRBFRBF-GWN3WN3-GWW4WW4-GYOSYOS","R-Line 2.0 TDI 150PS 7-Speed DSG 5 Door","31102-r-line","41925","41600"
"CT15BM-2025-GPJTPJT-GRBFRBF-GWN3WN3-GWW4WW4-GYOSYOS","R-Line 1.5 eTSI 150PS 7-Speed DSG 5 Door","31102-r-line","40725","40410"
"CT15PT-2025-GPJTPJT-GRBFRBF-GWN3WN3-GWW4WW4-GYOSYOS","R-Line 2.0 TSI 204PS 7-speed DSG 4Motion 5 Door","31102-r-line","45605","44455"
"CT15YY-2025-GPJTPJT-GRBFRBF-GWN3WN3-GWW4WW4-GYOSYOS","R-Line 1.5 TSI eHybrid 272PS 6-Speed DSG 5 Door","31102-r-line","48250","48195"
"CT14ZY-2025-GPFBPFB-GPJQPJQ-GRBFRBF-GWN3WN3-GYOSYOS","Elegance 1.5 TSI eHybrid 204PS 6-Speed DSG 5 Door","31102-elegance","45125","45070"
"CT14BM-2025-GPFBPFB-GPJQPJQ-GRBFRBF-GWN3WN3-GYOSYOS","Elegance 1.5 eTSI 150PS 7-Speed DSG 5 Door","31102-elegance","40320","40005"
"CT144Z-2025-GPFBPFB-GPJQPJQ-GRBFRBF-GWN3WN3-GYOSYOS","Elegance 2.0 TDI 150PS 7-Speed DSG 5 Door","31102-elegance","41520","41195"
